   0.000000e+00   0.000000e+00   1.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00
   0.000000e+00   0.000000e+00   1.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   1.000000e+00
   0.000000e+00   0.000000e+00   1.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   2.000000e+00
   0.000000e+00   0.000000e+00   1.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   3.000000e+00
   0.000000e+00   0.000000e+00   1.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   4.000000e+00
   0.000000e+00   0.000000e+00   1.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   5.000000e+00
   0.000000e+00   0.000000e+00   1.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   6.000000e+00
   0.000000e+00   0.000000e+00   1.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   7.000000e+00
   0.000000e+00   0.000000e+00   1.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   8.000000e+00
   0.000000e+00   0.000000e+00   1.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   0.000000e+00   9.000000e+00
   8.000000e-03   3.780747e-03   1.761255e+04  -1.292200e+04  -1.254700e+00   1.291900e+04  -1.292200e+04  -1.254700e+00   1.291900e+04  -1.292200e+04  -1.254700e+00   1.291900e+04   1.000000e+01
   1.600000e-02   7.561494e-03   3.522461e+04  -2.584200e+04  -1.339600e+00   2.584000e+04  -2.584200e+04  -1.339600e+00   2.584000e+04  -2.584200e+04  -1.339600e+00   2.584000e+04   1.100000e+01
   2.400000e-02   1.134228e-02   5.283635e+04  -3.876200e+04  -1.759600e+00   3.876000e+04  -3.876200e+04  -1.759600e+00   3.876000e+04  -3.876200e+04  -1.759600e+00   3.876000e+04   1.200000e+01
   3.200000e-02   1.512310e-02   7.044783e+04  -5.168200e+04  -2.508600e+00   5.168000e+04  -5.168200e+04  -2.508600e+00   5.168000e+04  -5.168200e+04  -2.508600e+00   5.168000e+04   1.300000e+01
   4.000000e-02   1.890396e-02   8.805909e+04  -6.460000e+04  -3.586500e+00   6.460000e+04  -6.460000e+04  -3.586500e+00   6.460000e+04  -6.460000e+04  -3.586500e+00   6.460000e+04   1.400000e+01
   4.800000e-02   2.268485e-02   1.056702e+05  -7.751900e+04  -4.992900e+00   7.752000e+04  -7.751900e+04  -4.992900e+00   7.752000e+04  -7.751900e+04  -4.992900e+00   7.752000e+04   1.500000e+01
   5.600000e-02   2.646579e-02   1.232812e+05  -9.043700e+04  -6.727600e+00   9.043900e+04  -9.043700e+04  -6.727600e+00   9.043900e+04  -9.043700e+04  -6.727600e+00   9.043900e+04   1.600000e+01
