   6.308563e-08   1.440205e-08   1.000000e+00   1.196700e+04   2.477100e+04   1.196700e+04   2.531000e+04   5.196800e+04   2.531000e+04   1.196700e+04   2.477100e+04   1.196700e+04   0.000000e+00
   1.993929e-07   9.536937e-08   1.000000e+00   2.393400e+04   4.954300e+04   2.393400e+04   5.062000e+04   1.039400e+05   5.062000e+04   2.393400e+04   4.954300e+04   2.393400e+04   1.000000e+00
   4.089428e-07   2.428984e-07   1.000000e+00   3.590100e+04   7.431400e+04   3.590100e+04   7.593000e+04   1.559100e+05   7.593000e+04   3.590100e+04   7.431400e+04   3.590100e+04   2.000000e+00
   6.917564e-07   4.569856e-07   1.000000e+00   4.786800e+04   9.908500e+04   4.786800e+04   1.012400e+05   2.078800e+05   1.012400e+05   4.786800e+04   9.908500e+04   4.786800e+04   3.000000e+00
   1.047855e-06   7.376272e-07   1.000000e+00   5.983500e+04   1.238600e+05   5.983500e+04   1.265500e+05   2.598500e+05   1.265500e+05   5.983500e+04   1.238600e+05   5.983500e+04   4.000000e+00
   1.477258e-06   1.084820e-06   1.000000e+00   7.180200e+04   1.486300e+05   7.180200e+04   1.518600e+05   3.118200e+05   1.518600e+05   7.180200e+04   1.486300e+05   7.180200e+04   5.000000e+00
   1.979989e-06   1.498560e-06   1.000000e+00   8.376900e+04   1.734000e+05   8.376900e+04   1.771700e+05   3.637900e+05   1.771700e+05   8.376900e+04   1.734000e+05   8.376900e+04   6.000000e+00
   2.556067e-06   1.978843e-06   1.000000e+00   9.573500e+04   1.981700e+05   9.573500e+04   2.024800e+05   4.157700e+05   2.024800e+05   9.573500e+04   1.981700e+05   9.573500e+04   7.000000e+00
   3.205513e-06   2.525666e-06   1.000000e+00   1.077000e+05   2.229400e+05   1.077000e+05   2.277900e+05   4.677400e+05   2.277900e+05   1.077000e+05   2.229400e+05   1.077000e+05   8.000000e+00
   3.928349e-06   3.139025e-06   1.000000e+00   1.196700e+05   2.477100e+05   1.196700e+05   2.531000e+05   5.197100e+05   2.531000e+05   1.196700e+05   2.477100e+05   1.196700e+05   9.000000e+00
   8.003928e-03   3.787688e-03   1.726944e+04   1.067500e+05   2.477000e+05   1.325600e+05   2.401600e+05   5.197000e+05   2.660100e+05   1.067500e+05   2.477000e+05   1.325600e+05   1.000000e+01
   1.600393e-02   7.572105e-03   3.453737e+04   9.388100e+04   2.477100e+05   1.454600e+05   2.272800e+05   5.197200e+05   2.789200e+05   9.388100e+04   2.477100e+05   1.454600e+05   1.100000e+01
   2.400393e-02   1.135664e-02   5.180556e+04   8.098800e+04   2.477100e+05   1.583500e+05   2.143700e+05   5.197200e+05   2.918300e+05   8.098800e+04   2.477100e+05   1.583500e+05   1.200000e+01
   3.200393e-02   1.514122e-02   6.907349e+04   6.809500e+04   2.477100e+05   1.712400e+05   2.014600e+05   5.197200e+05   3.047300e+05   6.809500e+04   2.477100e+05   1.712400e+05   1.300000e+01
   4.000393e-02   1.892584e-02   8.634122e+04   5.520300e+04   2.477100e+05   1.841300e+05   1.885500e+05   5.197200e+05   3.176400e+05   5.520300e+04   2.477100e+05   1.841300e+05   1.400000e+01
   4.800393e-02   2.271049e-02   1.036088e+05   4.231100e+04   2.477100e+05   1.970300e+05   1.756400e+05   5.197200e+05   3.305500e+05   4.231100e+04   2.477100e+05   1.970300e+05   1.500000e+01
   5.600393e-02   2.649518e-02   1.208762e+05   2.941900e+04   2.477100e+05   2.099200e+05   1.627300e+05   5.197200e+05   3.434600e+05   2.941900e+04   2.477100e+05   2.099200e+05   1.600000e+01
   6.400393e-02   3.027992e-02   1.381436e+05   1.652900e+04   2.477100e+05   2.228100e+05   1.498300e+05   5.197200e+05   3.563600e+05   1.652900e+04   2.477100e+05   2.228100e+05   1.700000e+01
   7.200393e-02   3.406469e-02   1.554110e+05   3.638100e+03   2.477100e+05   2.357100e+05   1.369200e+05   5.197200e+05   3.692700e+05   3.638100e+03   2.477100e+05   2.357100e+05   1.800000e+01
   8.000393e-02   3.784950e-02   1.726784e+05  -9.251800e+03   2.477100e+05   2.486000e+05   1.240100e+05   5.197200e+05   3.821800e+05  -9.251800e+03   2.477100e+05   2.486000e+05   1.900000e+01
   8.800393e-02   4.163436e-02   1.899459e+05  -2.214100e+04   2.477100e+05   2.614900e+05   1.111000e+05   5.197100e+05   3.950800e+05  -2.214100e+04   2.477100e+05   2.614900e+05   2.000000e+01
   9.600393e-02   4.541926e-02   2.072135e+05  -3.503000e+04   2.477100e+05   2.743800e+05   9.819800e+04   5.197100e+05   4.079900e+05  -3.503000e+04   2.477100e+05   2.743800e+05   2.100000e+01
